@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
False,False,0.786,0.141,n
False,True,0.985,0.641,n
False,False,0.139,0.406,n
True,False,0.171,1.000,n
False,True,0.328,0.565,p
True,True,0.770,0.959,p
False,True,0.463,0.001,p
False,True,0.479,0.416,n
False,True,0.687,0.998,n
False,False,0.662,0.072,n
False,False,0.374,0.333,n
False,True,0.152,0.373,p
False,False,0.538,0.353,n
False,False,0.492,0.573,n
False,True,0.726,0.384,p
False,True,0.410,0.507,n
False,False,0.415,0.251,n
True,True,0.405,0.518,p
True,False,0.963,0.770,n
False,False,0.592,0.525,n
False,True,0.393,0.845,p
True,True,0.756,0.076,p
True,True,0.718,0.422,p
True,False,0.291,0.759,n
True,True,0.916,0.605,p
False,False,0.519,0.619,n
True,False,0.582,0.032,p
True,True,0.562,0.387,p
False,False,0.509,0.304,n
True,False,0.224,0.762,n
False,False,0.013,0.491,n
False,False,0.540,0.631,n
False,False,0.235,0.939,p
False,False,0.124,0.715,n
True,True,0.608,0.862,p
False,False,0.509,0.128,n
False,False,0.514,0.886,n
True,False,0.083,0.868,n
True,True,0.916,0.514,p
True,False,0.392,0.552,n
False,False,0.469,0.167,n
True,False,0.871,0.313,p
True,False,0.869,0.544,p
True,False,0.600,0.464,n
False,False,0.968,0.064,n
False,True,0.698,0.536,p
False,True,0.425,0.028,p
False,False,0.573,0.729,p
True,False,0.067,0.132,n
False,True,0.689,0.797,n
False,False,0.574,0.429,n
True,True,0.503,0.452,p
False,True,0.535,0.328,p
False,True,0.788,0.938,n
False,True,0.337,0.868,n
False,False,0.379,0.493,n
False,False,0.699,0.099,n
False,True,0.622,0.412,n
False,False,0.286,0.892,n
True,False,0.856,0.542,p
True,True,0.442,0.552,p
False,False,0.307,0.538,n
False,False,0.297,0.928,n
True,False,0.437,0.767,n
True,False,0.791,0.997,n
False,False,0.518,0.447,n
True,True,0.390,0.653,p
True,False,0.206,0.751,p
False,True,0.689,0.594,n
False,True,0.093,0.193,p
False,False,0.661,0.052,n
False,True,0.035,0.517,p
False,True,0.574,0.683,n
True,True,0.215,0.813,p
True,False,0.190,0.634,p
True,True,0.924,0.495,p
True,False,0.614,0.834,n
False,False,0.919,0.144,n
True,False,0.698,0.188,p
False,True,0.541,0.144,p
True,False,0.872,0.956,n
False,True,0.187,0.354,p
False,False,0.117,0.406,n
True,False,0.792,0.174,p
True,False,0.590,0.608,n
True,False,0.058,0.299,p
True,True,0.763,0.307,p
False,True,0.069,0.090,p
False,False,0.197,0.092,n
True,False,0.462,0.695,n
False,True,0.496,0.189,p
False,True,0.077,0.924,n
False,True,0.092,0.303,n
True,True,0.536,0.272,p
True,False,0.687,0.524,p
True,False,0.961,0.328,p
True,True,0.633,0.926,p
False,True,0.771,0.536,p
True,False,0.966,0.818,n
False,False,0.575,0.412,n
False,True,0.198,0.352,p
True,False,0.562,0.862,n
False,True,0.048,0.449,p
False,True,0.278,0.917,p
False,False,0.749,0.843,n
False,True,0.044,0.078,p
False,False,0.592,0.714,n
False,True,0.204,0.694,p
True,False,0.980,0.899,n
False,True,0.046,0.094,p
True,False,0.960,0.093,p
True,True,0.382,0.752,p
True,False,0.742,0.428,p
True,False,0.939,0.831,n
True,True,0.779,0.895,p
False,True,0.430,0.269,n
False,True,0.435,0.158,p
True,True,0.829,0.326,p
True,False,0.785,0.449,p
False,True,0.657,0.171,p
False,True,0.589,0.846,n
True,True,0.130,0.842,p
False,False,0.964,0.283,n
True,True,0.395,0.553,p
False,False,0.194,0.620,n
False,False,0.814,0.152,n
False,True,0.110,0.239,p
False,True,0.154,0.880,n
True,True,0.362,0.915,p
True,True,0.226,0.238,p
False,True,0.028,0.455,p
False,False,0.445,0.055,p
False,False,0.357,0.858,n
False,True,0.753,0.044,p
True,False,0.215,0.045,p
True,False,0.951,0.415,p
False,False,0.915,0.240,n
False,False,0.261,0.608,p
False,False,0.462,0.202,n
True,False,0.379,0.794,n
True,False,0.264,0.829,p
False,False,0.878,0.458,p
True,False,0.214,0.878,n
False,True,0.626,0.510,n
False,False,0.250,0.049,n
True,False,0.788,0.675,p
True,False,0.104,0.879,p
True,False,0.932,0.537,n
True,True,0.472,0.353,p
False,False,0.784,0.062,n
False,False,0.871,0.947,n
True,True,0.323,0.806,p
False,False,0.708,0.547,p
True,True,0.697,0.799,p
True,True,0.045,0.387,p
True,False,0.131,0.105,p
False,False,0.953,0.503,n
True,False,0.171,0.641,p
False,True,0.521,0.363,n
False,True,0.394,0.737,n
True,False,0.482,0.923,n
True,False,0.194,0.919,p
True,False,0.837,0.716,p
True,True,0.815,0.552,p
False,False,0.323,0.426,n
True,True,0.086,0.642,p
True,True,0.229,0.857,p
False,False,0.816,0.510,n
True,False,0.973,0.623,n
True,False,0.097,0.760,n
False,True,0.976,0.620,n
False,True,0.879,0.559,p
True,False,0.103,0.199,p
False,False,0.627,0.166,n
False,True,0.013,0.839,n
False,True,0.305,0.239,p
True,True,0.545,0.147,p
False,False,0.689,0.729,n
False,True,0.581,0.311,p
False,False,0.948,0.736,n
False,False,0.739,0.898,n
True,False,0.051,0.338,p
True,False,0.085,0.945,p
True,False,0.354,0.106,p
True,False,0.584,0.539,n
False,False,0.865,0.054,n
False,False,0.445,0.648,n
True,False,0.123,0.402,n
True,False,0.448,0.606,n
False,False,0.890,0.017,n
False,True,0.832,0.843,n
False,True,0.836,0.401,p
False,True,0.103,0.170,p
False,True,0.028,0.254,p
False,True,0.487,0.435,n
True,False,0.327,0.009,n
True,False,0.075,0.101,p
True,True,0.238,0.925,p
False,True,0.538,0.246,p
False,True,0.631,0.430,n
True,True,0.972,0.357,p
False,True,0.902,0.733,p
False,False,0.458,0.777,n
False,False,0.254,0.729,n
False,False,0.514,0.743,n
True,False,0.090,0.451,p
True,True,0.390,0.151,p
False,False,0.831,0.586,n
True,False,0.192,0.223,p
False,False,0.801,0.749,n
True,True,0.429,0.130,p
True,True,0.066,0.175,p
True,False,0.246,0.882,n
False,False,0.223,0.160,n
False,True,0.820,0.433,p
True,False,0.694,0.712,n
False,False,0.714,0.203,n
True,True,0.182,0.257,p
True,False,0.400,0.168,p
False,True,0.843,0.026,p
True,False,0.890,0.508,p
True,True,0.800,0.839,p
True,False,0.057,0.957,p
True,True,0.840,0.677,p
False,True,0.119,0.700,p
True,False,0.308,0.494,p
False,False,0.068,0.224,p
False,True,0.932,0.349,p
False,False,0.833,0.397,p
False,False,0.171,0.442,n
False,True,0.058,0.401,p
True,False,0.594,0.157,p
False,False,0.404,0.940,n
False,False,0.370,0.270,n
False,True,0.896,0.708,p
True,False,0.155,0.098,p
False,True,0.805,0.802,n
False,True,0.675,0.912,n
False,False,0.380,0.460,n
True,True,0.554,0.786,p
False,False,0.654,0.584,n
True,False,0.804,0.992,n
True,False,0.681,0.965,n
True,True,0.693,0.968,p
False,False,0.750,0.892,n
True,False,0.241,0.333,p
False,True,0.989,0.292,p
False,False,0.020,0.201,n
True,False,0.804,0.097,p
False,False,0.439,0.104,n
False,True,0.073,0.752,n
True,False,0.395,0.985,n
False,False,0.005,0.298,n
False,False,0.287,0.196,n
True,False,0.425,0.929,n
False,False,0.093,0.753,n
False,True,0.884,0.536,p
False,False,0.503,0.709,n
True,False,0.375,0.711,p
False,False,0.063,0.723,n
False,True,0.246,0.222,p
False,True,0.318,0.179,p
False,False,0.281,0.813,n
False,False,0.527,0.355,n
False,False,0.663,0.081,n
False,False,0.779,0.695,n
False,True,0.367,0.645,n
False,False,0.560,0.088,p
False,False,0.156,0.517,p
False,True,0.419,0.829,n
False,True,0.763,0.858,n
True,True,0.039,0.005,p
False,True,0.384,0.731,n
False,True,0.428,0.357,n
True,True,0.317,0.317,n
True,True,0.712,0.095,p
True,False,0.680,0.609,n
True,False,0.745,0.615,p
True,False,0.783,0.298,p
True,False,0.481,0.643,p
True,True,0.297,0.574,p
True,False,0.989,0.611,n
False,True,0.168,0.376,p
False,True,0.511,0.338,n
True,True,0.077,0.397,n
True,True,0.760,0.927,p
True,True,0.998,0.248,p
False,False,0.843,0.179,n
False,True,0.253,0.948,p
True,True,0.991,0.601,p
False,False,0.487,0.851,n
False,False,0.169,0.525,n
True,False,0.964,0.946,p
False,False,0.475,0.869,n
False,False,0.429,0.597,n
True,True,0.454,0.952,p
True,True,0.546,0.841,p
True,False,0.708,0.415,p
True,True,0.422,0.950,n
False,False,0.681,0.536,n
False,False,0.251,0.912,p
True,False,0.882,0.360,p
True,False,0.263,0.993,n
True,False,0.833,0.191,p
False,True,0.121,0.609,p
False,False,0.072,0.312,n
True,True,0.508,0.127,p
True,False,0.624,0.975,n
False,False,0.794,0.630,n
False,True,0.164,0.814,p
False,True,0.267,0.664,p
False,True,0.574,0.585,p
False,False,0.656,0.509,n
False,True,0.691,0.049,p
False,False,0.934,0.885,n
False,False,0.785,0.447,n
True,True,0.107,0.920,p
True,True,0.723,0.086,n
False,False,0.568,0.339,n
False,True,0.467,0.625,n
True,False,0.133,0.512,p
True,True,0.812,0.887,p
True,True,0.139,0.389,p
True,False,0.596,0.055,n
True,False,0.831,0.614,p
False,True,0.425,0.647,n
False,True,0.114,0.348,p
True,True,0.455,0.382,n
False,True,0.231,0.058,p
False,False,0.797,0.673,n
False,False,0.391,0.219,n
True,True,0.213,0.017,p
True,True,0.877,0.988,p
True,True,0.350,0.222,p
True,False,0.656,0.684,n
True,True,0.947,0.054,p
False,False,0.848,0.097,p
True,True,0.294,0.758,n
True,False,0.909,0.330,p
True,True,0.497,0.456,p
True,False,0.413,0.922,n
True,False,0.607,0.178,p
True,False,0.512,0.090,p
False,True,0.519,0.546,n
True,False,0.765,0.415,p
True,False,0.956,0.506,n
False,False,0.174,0.391,n
True,True,0.964,0.521,p
False,False,0.647,0.421,n
True,True,0.022,0.837,p
False,True,0.989,0.802,n
True,False,0.568,0.345,n
False,True,0.371,0.205,p
False,True,0.774,0.690,p
True,False,0.316,0.357,p
True,True,0.179,0.000,p
True,False,0.340,0.011,p
True,False,0.558,0.285,n
False,False,0.835,0.051,p
True,True,0.605,0.987,n
False,True,0.137,0.841,n
True,True,0.247,0.918,p
False,False,0.063,0.299,n
True,False,0.814,0.919,n
True,True,0.135,0.960,p
False,True,0.555,0.201,p
True,True,0.579,0.861,p
True,True,0.514,0.443,p
True,True,0.055,0.341,p
True,False,0.271,0.916,n
True,True,0.601,0.556,p
False,False,0.848,0.222,n
False,True,0.999,0.545,n
True,False,0.051,0.071,p
True,False,0.473,0.426,n
False,False,0.712,0.882,n
False,True,0.007,0.828,n
False,False,0.419,0.511,n
True,False,0.548,0.963,p
False,True,0.745,0.241,p
False,False,0.877,0.499,n
True,True,0.254,0.983,p
True,True,0.127,0.943,p
True,False,0.066,0.478,p
False,True,0.222,0.417,p
True,True,0.196,0.322,p
False,True,0.206,0.711,p
False,True,0.200,0.464,p
False,False,0.548,0.115,n
True,False,0.772,0.486,p
True,False,0.098,0.318,p
True,False,0.485,0.938,n
True,False,0.968,0.742,n
True,False,0.499,0.415,n
False,True,0.806,0.678,p
True,False,0.501,0.243,n
True,True,0.779,0.784,p
True,False,0.237,0.168,p
True,True,0.633,0.284,p
False,False,0.860,0.188,n
False,False,0.297,0.749,n
True,True,0.372,0.819,p
False,True,0.952,0.808,n
False,True,0.064,0.910,n
True,False,0.182,0.414,p
True,False,0.555,0.922,n
True,True,0.573,0.080,p
True,True,0.890,0.524,p
True,False,0.696,0.800,n
False,False,0.042,0.012,n
True,True,0.193,0.506,p
False,False,0.898,0.588,n
True,True,0.617,0.193,n
False,False,0.887,0.991,n
False,True,0.138,0.720,p
False,False,0.139,0.160,n
False,False,0.282,0.974,n
False,True,0.750,0.567,p
True,True,0.173,0.050,p
False,True,0.054,0.899,n
False,False,0.146,0.033,n
False,False,0.938,0.023,n
False,False,0.620,0.677,n
False,True,0.249,0.823,p
False,True,0.054,0.737,n
False,True,0.231,0.348,n
True,False,0.907,0.688,p
True,True,0.030,0.926,p
True,True,0.459,0.169,p
False,False,0.256,0.654,n
False,True,0.462,0.080,p
False,True,0.377,0.900,n
True,True,0.572,0.967,n
True,True,0.414,0.294,p
False,True,0.689,0.615,n
False,False,0.879,0.977,n
True,True,0.922,0.408,p
False,False,0.963,0.688,n
True,False,0.023,0.678,n
True,True,0.663,0.850,p
False,False,0.885,0.046,p
True,True,0.193,0.735,n
False,True,0.795,0.829,n
False,False,0.187,0.216,n
False,False,0.118,0.234,n
True,True,0.332,0.177,p
True,True,0.216,0.500,p
True,False,0.287,0.289,p
True,True,0.648,0.912,p
False,False,0.882,0.283,n
True,False,0.865,0.990,n
True,True,0.779,0.920,p
False,False,0.393,0.218,n
False,False,0.908,0.901,n
False,False,0.801,0.445,n
False,False,0.635,0.147,n
False,True,0.982,0.560,n
False,True,0.393,0.939,n
False,True,0.846,0.432,p
False,True,0.012,0.916,n
False,True,0.735,0.956,n
False,False,0.941,0.650,p
False,True,0.802,0.607,n
False,False,0.271,0.435,n
True,False,0.744,0.843,n
True,True,0.964,0.215,p
False,True,0.662,0.429,p
False,True,0.908,0.240,n
True,True,0.266,0.903,p
True,False,0.836,0.097,p
True,False,0.945,0.339,p
True,True,0.487,0.439,p
False,True,0.380,0.515,n
False,False,0.239,0.129,n
True,True,0.528,0.731,p
False,False,0.133,0.776,n
True,False,0.983,0.907,n
False,False,0.027,0.895,n
False,True,0.629,0.667,n
True,True,0.380,0.130,p
False,False,0.611,0.310,n
True,True,0.692,0.090,p
False,True,0.353,0.856,n
True,True,0.302,0.754,p
True,False,0.637,0.246,n
False,True,0.071,0.852,n
True,True,0.219,0.738,p
True,True,0.630,0.155,n
False,True,0.127,0.806,n
True,False,0.525,0.116,p
False,False,0.612,0.669,n
False,False,0.612,0.248,n
True,True,0.858,0.993,p
False,False,0.123,0.077,n
False,False,0.258,0.522,n
True,True,0.849,0.192,p
False,False,0.560,0.231,n
True,False,0.782,0.724,n
True,True,0.372,0.311,p
True,False,0.513,0.718,p
False,True,0.240,0.739,p
False,True,0.640,0.248,p
True,True,0.076,0.947,p
False,True,0.033,0.697,n
False,False,0.606,0.659,n
True,True,0.021,0.116,p
False,False,0.412,0.369,n
True,True,0.558,0.046,n
True,True,0.598,0.290,p
False,False,0.380,0.819,n
True,False,0.313,0.459,p
False,True,0.703,0.542,p
False,True,0.367,0.285,p
False,False,0.382,0.016,p
False,True,0.299,0.534,p
True,False,0.203,0.755,p
False,True,0.712,0.826,n
False,True,0.132,0.260,p
True,False,0.499,0.410,n
True,True,0.491,0.700,p
False,False,0.634,0.449,n
True,True,0.219,0.874,n
True,False,0.880,0.690,p
False,True,0.693,0.409,p
False,False,0.949,0.695,n
False,True,0.379,0.495,n
False,True,0.698,0.345,p
True,True,0.974,0.269,p
False,True,0.035,0.987,n
False,True,0.165,0.107,n
True,False,0.691,0.147,p
False,False,0.231,0.104,n
True,False,0.153,0.955,n
False,True,0.848,0.197,p
False,False,0.498,0.421,n
False,False,0.697,0.916,n
False,True,0.292,0.615,n
True,True,0.537,0.720,p
True,True,0.119,0.794,n
True,True,0.886,0.719,p
True,False,0.166,0.741,p
True,True,0.157,0.923,n
True,False,0.782,0.979,n
True,False,0.989,0.387,p
False,False,0.812,0.166,n
True,False,0.598,0.317,p
False,True,0.519,0.297,n
True,True,0.014,0.493,n
False,True,0.510,0.933,n
False,False,0.887,0.145,n
False,False,0.323,0.987,p
False,True,0.221,0.355,p
False,True,0.167,0.648,p
True,True,0.629,0.840,p
False,False,0.008,0.050,n
False,True,0.672,0.448,p
True,False,0.298,0.412,p
False,True,0.972,0.163,p
False,False,0.211,0.961,n
False,True,0.647,0.118,p
True,False,0.619,0.737,n
True,True,0.027,0.691,p
False,False,0.572,0.941,n
False,False,0.454,0.797,n
False,False,0.723,0.903,p
True,False,0.610,0.393,n
True,True,0.470,0.546,p
False,True,0.875,0.841,n
False,True,0.168,0.831,n
False,False,0.846,0.436,n
False,False,0.801,0.130,n
False,False,0.481,0.402,p
False,True,0.571,0.151,p
False,True,0.163,0.610,p
False,False,0.168,0.951,n
False,False,0.044,0.708,n
True,False,0.133,0.439,p
True,True,0.899,0.844,p
False,False,0.235,0.141,n
False,False,0.907,0.283,n
True,True,0.459,0.745,p
True,False,0.204,0.519,p
False,False,0.160,0.369,n
False,True,0.226,0.988,n
True,True,0.902,0.727,p
False,False,0.271,0.276,n
False,True,0.061,0.972,n
True,False,0.952,0.866,n
True,False,0.716,0.203,p
False,False,0.359,0.754,n
True,True,0.639,0.787,n
False,True,0.148,0.772,p
False,False,0.258,0.732,n
False,False,0.869,0.547,n
True,False,0.598,0.437,n
True,False,0.692,0.901,n
False,False,0.953,0.767,n
True,False,0.416,0.748,n
False,True,0.672,0.274,n
False,False,0.655,0.253,n
True,False,0.676,0.705,n
True,False,0.323,0.793,n
False,True,0.616,0.258,p
True,True,0.255,0.252,p
False,False,0.290,0.962,n
False,False,0.906,0.167,n
True,False,0.659,0.965,n
False,True,0.314,0.665,n
True,False,0.988,0.642,n
False,False,0.833,0.048,n
False,False,0.859,0.349,n
True,True,0.843,0.818,p
True,True,0.188,0.975,p
True,False,0.097,0.541,p
True,True,0.467,0.056,n
False,True,0.092,0.290,p
True,False,0.611,0.489,n
True,False,0.764,0.129,p
True,False,0.250,0.829,n
True,True,0.041,0.515,n
False,True,0.210,0.809,n
False,True,0.771,0.912,n
False,True,0.870,0.257,p
True,False,0.905,0.344,p
True,True,0.804,0.714,p
True,True,0.201,0.130,p
True,True,0.704,0.318,p
False,True,0.638,0.994,n
True,True,0.433,0.655,p
False,True,0.937,0.446,n
True,False,0.032,0.751,n
False,True,0.127,0.642,p
True,False,0.713,0.325,p
False,True,0.344,0.511,n
False,True,0.826,0.389,p
False,True,0.374,0.408,n
False,True,0.908,0.577,p
True,False,0.542,0.797,n
False,True,0.710,0.235,p
False,False,0.175,0.342,n
False,False,0.622,0.810,n
False,False,0.775,0.528,n
False,True,0.058,0.544,p
False,False,0.998,0.841,p
True,True,0.111,0.096,p
False,False,0.219,0.679,n
True,True,0.976,0.490,p
True,False,0.764,0.664,p
False,False,0.471,0.910,p
True,False,0.698,0.792,n
False,True,0.430,0.591,n
True,True,0.819,0.028,p
True,True,0.782,0.232,p
False,False,0.473,0.796,n
False,False,0.052,0.365,n
False,False,0.878,0.489,n
False,True,0.240,0.844,n
False,True,0.317,0.587,n
False,False,0.216,0.288,n
True,True,0.338,0.321,p
False,False,0.407,0.750,n
False,False,0.953,0.264,n
True,False,0.312,0.522,p
True,False,0.984,0.926,n
False,True,0.404,0.903,p
False,False,0.216,0.944,n
True,True,0.689,0.323,p
False,False,0.386,0.855,n
False,False,0.634,0.570,n
False,True,0.727,0.926,n
True,False,0.058,0.774,n
True,False,0.901,0.646,p
False,False,0.077,0.472,n
False,True,0.301,0.665,n
True,True,0.902,0.604,n
False,True,0.505,0.863,n
True,True,0.389,0.685,p
True,True,0.788,0.184,p
True,True,0.030,0.245,p
True,False,0.720,0.450,p
True,False,0.413,0.023,n
True,False,0.465,0.329,n
False,False,0.800,0.799,p
True,False,0.578,0.447,n
True,True,0.297,0.287,p
False,True,0.292,0.851,n
True,False,0.803,0.493,p
False,False,0.868,0.996,n
True,True,0.632,0.836,n
True,True,0.896,0.997,p
True,False,0.320,0.077,p
False,True,0.369,0.248,p
True,True,0.500,0.428,p
True,False,0.681,0.824,n
True,False,0.033,0.220,p
False,False,0.526,0.931,n
True,False,0.860,0.085,n
False,False,0.593,0.872,n
False,False,0.894,0.866,p
False,True,0.971,0.290,p
True,False,0.380,0.737,n
False,True,0.751,0.530,p
False,True,0.629,0.101,p
True,False,0.056,0.145,p
False,False,0.978,0.823,n
False,False,0.306,0.386,n
True,False,0.943,0.491,n
False,False,0.456,0.979,n
False,False,0.174,0.075,n
False,False,0.946,0.782,p
True,True,0.343,0.283,p
True,False,0.400,0.033,p
True,True,0.192,0.838,p
True,False,0.408,0.544,n
False,True,0.288,0.105,p
True,False,0.277,0.170,p
False,True,0.721,0.177,p
False,True,0.922,0.362,p
True,True,0.909,0.338,p
True,False,0.890,0.297,p
True,True,0.681,0.935,p
True,False,0.003,0.496,p
True,False,0.798,0.222,p
True,False,0.180,0.969,n
False,False,0.002,0.060,n
False,False,0.421,0.823,n
True,True,0.742,0.314,p
False,True,0.735,0.999,n
True,False,0.631,0.345,n
False,True,0.157,0.033,p
True,False,0.987,0.820,p
False,False,0.560,0.930,n
False,True,0.630,0.613,n
True,False,0.256,0.813,n
False,True,0.009,0.234,p
False,False,0.748,0.594,n
True,True,0.830,0.216,p
True,True,0.677,0.749,p
False,True,0.496,0.627,n
False,True,0.818,0.386,p
False,False,0.846,0.822,n
True,False,0.707,0.674,p
True,True,0.357,0.209,p
True,False,0.023,0.594,n
False,True,0.360,0.873,n
True,False,0.507,0.350,n
True,True,0.016,0.762,p
True,False,0.108,0.930,n
True,False,0.606,0.133,n
True,True,0.638,0.458,p
True,False,0.641,0.344,p
False,True,0.275,0.074,p
True,True,0.540,0.090,p
True,True,0.257,0.902,p
False,False,0.104,0.641,n
True,True,0.940,0.385,p
True,False,0.666,0.286,p
False,False,0.024,0.839,n
True,False,0.477,0.506,n
True,True,0.840,0.499,p
True,False,0.903,0.896,n
False,False,0.220,0.635,n
True,True,0.794,0.336,n
True,True,0.382,0.386,p
False,True,0.364,0.419,n
True,False,0.002,0.263,n
False,True,0.777,0.256,n
True,True,0.014,0.896,p
False,True,0.626,0.307,p
True,True,0.029,0.826,p
False,True,0.053,0.446,p
False,True,0.649,0.222,p
False,True,0.385,0.754,n
True,True,0.438,0.956,p
False,True,0.623,0.099,p
True,True,0.944,0.937,p
False,True,0.268,0.057,p
True,False,0.351,0.071,p
False,True,0.115,0.021,p
False,True,0.290,0.924,n
False,True,0.320,0.021,p
True,True,0.631,0.599,p
True,False,0.318,0.634,n
False,False,0.413,0.018,n
False,False,0.257,0.030,n
True,True,0.912,0.997,p
False,True,0.710,0.643,n
False,True,0.675,0.179,p
True,True,0.672,0.719,p
False,False,0.151,0.421,n
False,True,0.583,0.246,p
True,False,0.627,0.109,p
True,True,0.011,0.290,p
True,True,0.044,0.881,p
False,False,0.185,0.821,n
False,True,0.206,0.578,p
False,False,0.326,0.135,n
True,False,0.145,0.714,p
True,False,0.856,0.392,p
False,True,0.463,0.757,n
False,False,0.243,0.735,n
True,False,0.031,0.497,p
False,False,0.995,0.962,n
False,False,0.674,0.748,p
True,False,0.330,0.881,n
True,False,0.912,0.532,p
True,False,0.905,0.088,p
False,False,0.154,0.551,n
False,False,0.544,0.997,n
True,False,0.888,0.894,n
False,True,0.352,0.117,p
False,True,0.091,0.290,p
True,True,0.235,0.131,p
True,True,0.676,0.399,p
True,False,0.704,0.770,n
True,False,0.122,0.525,n
False,False,0.872,0.709,n
True,True,0.382,0.574,p
True,False,0.848,0.937,n
True,True,0.730,0.973,n
False,True,0.703,0.010,p
True,True,0.027,0.552,p
True,True,0.346,0.753,p
True,False,0.738,0.315,p
False,True,0.007,0.641,n
False,False,0.606,0.644,n
False,False,0.393,0.783,n
False,False,0.232,0.565,n
True,True,0.195,0.223,p
True,True,0.174,0.919,p
False,False,0.170,0.207,n
False,False,0.274,0.617,n
False,False,0.131,0.659,n
True,False,0.575,0.215,p
False,False,0.943,0.309,n
False,False,0.571,0.335,n
True,True,0.066,0.947,p
False,True,0.983,0.474,p
True,False,0.347,0.451,p
False,True,0.557,0.336,n
True,True,0.712,0.472,p
False,False,0.088,0.487,n
True,False,0.276,0.989,n
False,True,0.497,0.569,n
False,False,0.038,0.666,n
False,True,0.653,0.729,n
True,True,0.169,0.577,p
False,True,0.475,0.692,n
False,False,0.047,0.893,n
False,False,0.306,0.599,p
False,False,0.969,0.528,n
True,True,0.002,0.710,p
True,True,0.719,0.534,p
True,True,0.923,0.324,p
True,True,0.961,0.654,p
False,True,0.263,0.609,p
False,True,0.968,0.003,p
True,False,0.573,0.983,p
False,False,0.568,0.441,p
True,False,0.128,0.314,p
True,False,0.395,0.781,n
True,False,0.016,0.977,n
False,True,0.087,0.330,n
False,False,0.767,0.585,n
True,False,0.147,0.130,n
False,True,0.410,0.175,p
True,True,0.422,0.434,p
True,True,0.946,0.414,p
True,True,0.797,0.307,p
True,True,0.194,0.797,p
False,True,0.015,0.339,p
False,False,0.159,0.461,n
True,True,0.139,0.696,p
False,True,0.061,0.368,p
True,False,0.745,0.689,p
True,True,0.628,0.976,p
False,False,0.239,0.529,n
False,False,0.892,0.293,n
True,False,0.693,0.314,p
False,True,0.016,0.396,p
False,True,0.010,0.980,n
True,False,0.401,0.945,p
True,True,0.861,0.739,p
True,False,0.319,0.514,p
True,False,0.303,0.352,p
False,False,0.622,0.650,n
False,False,0.632,0.169,n
False,False,0.983,0.891,n
True,False,0.563,0.086,p
False,True,0.789,0.391,p
False,True,0.764,0.938,n
False,True,0.892,0.971,n
False,True,0.250,0.047,p
True,True,0.141,0.891,p
True,False,0.135,0.785,p
False,False,0.456,0.047,n
False,True,0.385,0.316,p
False,True,0.186,0.132,p
False,True,0.106,0.737,p
False,True,0.983,0.482,p
False,True,0.162,0.388,p
True,False,0.988,0.268,p
True,False,0.411,0.483,n
False,True,0.913,0.144,p
False,True,0.652,0.187,p
True,False,0.575,0.443,n
True,True,0.011,0.291,p
False,True,0.317,0.798,n
True,False,0.999,0.776,n
False,True,0.633,0.797,n
False,False,0.759,0.543,n
True,True,0.345,0.087,p
True,False,0.196,0.746,p
False,False,0.948,0.183,n
False,True,0.873,0.377,p
True,False,0.183,0.552,p
False,True,0.277,0.374,p
True,True,0.669,0.029,p
False,False,0.549,0.929,n
False,False,0.689,0.307,n
False,False,0.323,0.380,n
True,False,0.013,0.095,p
True,False,0.218,0.778,n
True,True,0.363,0.048,p
False,False,0.223,0.343,n
True,True,0.636,0.855,p
False,False,0.989,0.193,n
True,True,0.731,0.493,p
True,False,0.462,0.890,n
False,True,0.695,0.690,n
True,True,0.629,0.762,p
False,False,0.130,0.923,n
True,True,0.963,0.019,p
False,True,0.150,0.235,p
False,False,0.598,0.677,n
False,True,0.081,0.024,p
False,False,0.747,0.262,p
False,False,0.738,0.071,p
True,False,0.427,0.426,n
False,True,0.193,0.163,p
False,True,0.449,0.734,n
False,True,0.690,0.984,n
True,False,0.014,0.153,p
True,True,0.790,0.640,p
True,True,0.570,0.486,p
False,True,0.557,0.254,n
False,True,0.986,0.333,p
True,True,0.512,0.258,p
True,False,0.510,0.319,n
False,False,0.599,0.845,n
True,True,0.483,0.059,p
True,True,0.201,0.338,n
False,False,0.702,0.089,n
True,True,0.060,0.317,n
False,False,0.896,0.189,n
True,False,0.740,0.763,n
True,True,0.335,0.572,p
False,False,0.768,0.376,n
False,False,0.298,0.481,n
False,False,0.269,0.388,n
False,True,0.162,0.267,p
False,True,0.569,0.432,n
True,False,0.824,0.646,p
False,True,0.137,0.654,p
True,True,0.117,0.407,p
False,True,0.972,0.207,p
True,False,0.557,0.133,p
False,False,0.769,0.627,n
True,False,0.195,0.402,p
False,False,0.197,0.899,n
True,False,0.804,0.325,p
True,False,0.602,0.677,n
False,True,0.836,0.967,n
False,True,0.989,0.660,n
True,False,0.686,0.603,n
False,False,0.960,0.548,n
False,True,0.756,0.570,p
False,False,0.455,0.101,p
True,False,0.865,0.064,p
True,False,0.486,0.279,n
True,False,0.860,0.277,p
False,True,0.816,0.609,p
True,True,0.164,0.560,n
True,True,0.268,0.612,p
True,True,0.826,0.142,p
True,False,0.973,0.161,p
False,False,0.771,0.169,n
False,False,0.317,0.069,n
True,True,0.613,0.600,p
False,True,0.722,0.417,p
False,True,0.744,0.227,p
True,False,0.838,0.145,p
True,False,0.020,0.200,p
False,False,0.950,0.146,n
True,False,0.997,0.543,n
