@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
3.290,0.006,1.107,p
7.122,2.720,3.332,n
6.001,1.406,7.727,p
7.291,9.868,9.052,n
9.585,5.301,0.339,n
2.524,5.627,9.176,p
9.499,0.653,2.172,n
6.178,4.221,8.683,p
1.724,4.580,7.717,p
4.091,9.477,5.266,n
4.553,4.102,4.600,p
7.567,8.296,8.528,n
1.501,0.362,4.327,n
4.073,7.269,5.996,n
2.331,4.121,7.155,p
2.347,7.037,5.062,p
8.512,9.956,5.903,n
3.781,0.757,3.701,p
9.251,9.233,9.134,n
8.687,1.889,4.371,n
2.739,2.477,9.958,p
2.346,2.938,8.471,p
6.514,0.652,0.901,n
2.252,0.236,6.838,p
5.881,2.207,2.295,p
6.986,4.761,7.567,n
2.828,3.552,8.318,p
2.725,4.254,3.651,p
3.805,9.356,5.259,n
6.017,0.671,1.353,p
1.713,0.741,8.662,p
4.846,0.291,7.332,n
3.854,6.787,2.969,n
3.676,9.071,4.483,n
9.430,4.338,6.262,p
4.553,9.295,3.041,n
5.083,8.793,1.943,n
0.299,2.565,6.462,p
3.074,7.658,4.172,n
1.612,1.891,2.978,p
1.674,3.310,0.098,p
6.193,8.898,6.329,n
3.674,1.550,0.353,p
4.479,6.191,8.103,n
5.900,3.568,1.054,p
0.393,8.446,6.334,p
0.291,8.877,7.248,p
4.054,3.604,9.124,p
7.166,5.780,3.200,n
7.405,4.506,2.718,n
2.113,5.399,4.828,p
1.015,0.465,9.141,p
0.241,7.941,5.744,p
7.157,8.247,7.341,n
8.732,9.260,7.389,n
2.559,0.472,1.239,p
7.866,4.875,6.629,n
2.577,0.644,7.683,p
0.303,3.149,2.500,p
2.704,5.306,3.812,p
7.316,1.608,4.618,p
3.848,4.491,9.789,p
0.707,7.301,2.779,p
2.174,5.280,6.913,p
7.495,0.040,0.592,p
6.404,8.732,3.964,p
2.137,4.300,4.426,p
6.161,4.248,9.768,n
9.985,2.142,2.020,n
5.787,3.944,0.648,n
2.854,2.682,0.577,p
2.047,6.891,3.262,n
3.833,3.358,4.775,p
8.243,5.345,9.733,p
9.277,9.742,3.370,n
7.628,5.206,2.978,n
5.992,9.338,8.645,n
5.188,0.279,5.413,p
3.878,4.547,2.886,p
0.880,0.101,4.217,p
0.236,6.118,0.483,p
3.223,6.309,4.582,n
5.659,9.652,7.551,n
5.347,5.938,7.754,n
9.420,5.289,6.858,n
0.629,6.967,7.162,p
4.070,9.318,9.630,n
4.288,6.069,7.512,n
3.393,8.201,6.692,n
3.926,2.057,1.686,p
3.599,8.087,8.129,n
4.549,3.432,7.437,p
0.206,1.911,6.408,p
4.085,5.018,1.841,p
7.516,6.821,6.964,n
5.769,1.994,4.640,p
4.914,2.050,7.898,p
2.688,0.947,2.513,p
1.445,8.178,5.792,p
7.235,4.940,2.253,n
7.087,0.696,4.941,p
1.335,5.129,0.415,p
7.682,0.691,5.260,p
2.359,9.714,8.106,n
8.964,5.074,0.335,p
1.418,3.799,1.374,p
2.855,2.465,3.959,p
3.105,2.360,1.623,p
5.523,6.479,5.489,n
9.776,8.948,2.301,n
3.587,2.646,0.988,p
9.254,4.702,5.891,n
3.279,0.289,7.116,p
7.516,1.042,6.599,p
1.634,4.467,7.768,n
8.509,5.993,2.783,n
2.524,8.650,9.506,n
0.330,1.697,2.370,p
3.980,0.600,3.501,p
3.357,3.435,5.478,n
0.739,7.779,2.399,p
2.433,5.320,1.964,p
8.506,7.172,3.989,p
4.964,3.438,8.354,p
1.595,2.736,2.635,p
5.839,4.739,9.178,n
7.014,7.943,4.213,p
6.973,4.962,8.214,n
6.195,1.196,4.979,p
0.661,5.896,8.045,p
3.975,9.169,2.051,n
9.748,1.165,5.133,n
2.029,2.774,2.615,p
3.037,2.408,6.246,p
7.734,4.556,3.162,n
1.267,6.305,4.590,p
4.431,4.808,5.366,p
1.535,9.937,8.766,n
8.991,7.197,9.166,n
6.518,6.925,7.561,n
1.983,3.296,5.077,p
6.992,9.307,1.944,n
5.838,0.440,2.337,p
3.381,2.434,2.184,n
3.451,5.079,3.246,p
2.065,2.011,9.320,n
5.498,7.365,9.187,p
1.914,5.479,9.955,p
6.708,8.525,3.152,n
3.871,8.230,6.983,n
7.503,2.816,3.094,p
7.295,9.027,1.426,n
4.127,4.388,1.708,p
0.921,2.407,9.361,p
1.327,8.954,8.788,n
3.407,5.070,7.487,p
4.149,2.477,0.557,p
0.020,3.495,9.126,p
4.178,6.211,8.103,n
1.770,6.014,6.568,p
1.611,4.679,3.029,p
1.092,1.519,8.223,p
0.454,6.617,3.408,p
4.494,7.536,0.530,n
8.292,9.563,7.210,n
2.772,8.216,3.886,n
8.275,6.125,9.061,n
8.083,9.914,0.512,n
9.802,9.568,4.568,n
2.246,3.874,1.925,p
8.363,8.634,3.189,p
3.950,7.789,6.317,n
6.860,5.700,0.034,p
1.421,7.733,6.357,p
4.799,7.411,1.986,n
1.908,6.864,5.518,p
0.051,4.054,6.708,p
9.982,1.767,8.955,n
2.378,5.191,9.622,p
4.354,1.719,4.563,n
2.893,3.243,6.206,p
6.412,3.838,0.188,n
1.309,3.327,9.416,p
7.255,2.375,1.633,n
6.731,8.513,1.203,n
3.985,3.391,7.148,p
2.587,8.433,3.902,n
2.698,4.488,4.337,p
0.748,6.431,1.430,p
6.120,4.821,9.894,n
3.720,2.154,1.205,p
0.251,9.296,6.721,n
6.963,4.242,0.180,n
1.377,2.740,6.375,p
9.609,3.817,1.669,n
0.521,1.021,0.286,p
8.723,7.051,6.512,n
1.777,4.058,6.959,p
5.155,9.061,4.284,n
0.098,7.821,3.651,n
9.384,8.449,0.445,n
2.523,6.535,3.764,p
1.374,0.420,7.888,p
2.661,3.534,9.748,p
5.317,0.789,0.187,p
4.320,6.284,4.582,n
1.328,5.001,3.043,p
8.822,1.079,10.000,n
1.242,5.137,2.907,p
7.606,7.258,7.335,n
1.967,0.272,1.853,p
8.843,0.614,2.514,p
1.397,3.095,3.829,p
9.417,8.930,1.168,n
9.668,3.822,1.454,n
2.817,9.246,5.880,n
1.101,4.239,1.377,p
2.422,4.918,1.264,p
2.460,0.140,2.955,p
8.966,0.705,6.484,p
4.572,2.533,4.121,p
3.940,6.849,8.972,n
2.521,9.405,3.312,n
8.858,9.209,9.648,n
7.610,6.749,3.671,n
4.935,0.833,3.315,p
6.300,0.935,8.541,p
0.917,4.119,3.916,n
3.741,1.594,7.215,p
7.632,3.435,5.295,n
3.931,5.726,1.848,n
3.893,8.125,4.394,n
3.066,7.868,7.361,n
4.938,3.253,0.415,n
9.536,4.077,7.475,n
3.452,6.083,0.474,n
2.207,2.632,7.867,p
4.430,2.757,0.697,p
7.211,5.405,3.058,n
7.791,4.199,6.925,n
4.584,5.791,0.323,n
3.537,3.418,9.355,p
6.366,4.056,6.051,n
9.525,3.000,0.359,n
7.479,4.321,7.877,n
1.081,6.998,2.159,p
8.915,7.584,4.199,n
9.299,2.524,8.709,n
0.570,9.348,3.571,n
9.885,8.630,3.345,n
0.834,9.702,6.484,n
0.707,7.140,6.980,p
9.370,9.052,0.348,n
4.315,6.130,6.515,n
8.758,8.643,5.102,n
5.674,5.877,4.614,p
2.736,9.829,9.252,n
6.623,3.158,5.441,n
5.708,7.393,3.757,n
3.444,7.416,0.239,p
6.157,2.205,5.885,p
3.265,3.038,1.711,p
2.528,6.263,4.324,p
9.126,3.983,0.222,n
0.210,3.666,6.235,n
2.325,6.091,2.451,p
5.809,4.864,5.242,p
3.534,7.953,2.366,n
0.455,4.153,0.456,p
7.960,1.623,7.486,n
2.889,2.987,4.003,p
1.196,2.640,3.779,p
9.124,0.296,2.399,p
6.235,8.571,2.691,n
3.676,9.009,8.445,n
5.618,4.499,1.464,n
3.057,0.122,3.722,p
2.831,7.365,3.167,n
4.221,0.722,7.201,p
5.409,4.518,5.001,n
6.948,0.577,6.582,p
9.563,9.213,1.335,n
1.083,6.806,4.200,p
4.957,9.522,3.975,n
7.736,7.919,8.837,n
3.883,3.007,8.070,p
1.425,4.873,5.248,p
8.157,8.345,7.465,n
0.307,2.685,1.516,p
0.795,1.559,4.747,p
4.034,7.469,3.742,p
2.202,7.306,0.448,n
8.949,2.585,5.499,n
6.964,8.639,3.112,n
3.696,6.542,0.468,n
5.302,0.762,4.847,p
4.522,6.891,3.385,n
6.461,3.907,1.855,n
8.729,5.225,1.902,n
2.656,6.740,5.056,p
6.285,7.793,8.160,n
4.116,2.781,4.662,p
5.497,9.835,8.010,n
2.647,2.066,3.578,p
3.150,7.807,7.141,n
9.271,9.777,5.965,n
7.775,9.831,6.934,n
3.967,7.917,4.699,n
6.696,0.151,7.132,p
0.174,2.131,7.521,p
6.704,9.945,6.095,n
8.150,9.918,3.464,n
5.994,2.892,6.362,p
2.283,4.731,4.440,p
1.517,2.880,6.438,p
7.459,2.097,9.470,n
4.833,3.071,5.109,p
8.039,6.049,9.931,n
4.944,9.278,3.027,n
2.629,0.310,3.875,p
4.808,0.804,5.065,p
0.727,2.398,5.979,p
3.367,7.993,3.203,n
4.658,4.962,0.498,n
5.677,9.283,6.842,n
6.822,5.170,0.116,n
1.372,1.269,7.717,p
8.272,1.953,1.344,n
9.104,1.341,1.188,n
5.850,1.396,6.755,p
3.236,5.595,0.233,p
7.656,9.053,1.239,n
5.421,0.133,7.960,p
6.332,1.771,1.948,p
2.770,3.811,7.005,p
4.867,6.027,7.554,n
7.733,0.172,8.761,p
7.992,7.621,3.545,n
0.637,1.969,0.542,p
9.906,4.497,1.774,p
3.220,5.539,3.673,p
2.110,3.308,1.339,p
4.924,8.921,3.724,n
7.270,3.448,7.608,n
0.754,9.907,4.814,n
4.689,7.232,8.544,n
3.207,0.165,4.723,p
2.040,4.652,3.127,p
9.123,4.145,1.701,n
4.729,2.325,1.819,p
4.665,4.917,3.946,n
3.865,2.856,5.762,p
0.554,5.486,2.023,p
4.300,1.757,5.262,p
3.295,9.168,5.867,n
0.162,1.678,3.681,p
3.770,1.375,3.827,p
8.980,6.039,9.516,n
2.677,8.721,9.099,n
2.299,9.945,2.275,n
5.697,9.861,1.035,n
2.580,5.473,3.021,p
5.859,2.788,3.909,p
3.041,7.353,3.105,n
3.017,1.198,2.578,p
7.585,4.035,6.612,n
3.041,9.872,5.754,n
4.156,1.488,8.303,n
0.272,9.972,2.612,n
9.577,6.294,2.550,n
0.292,1.620,7.930,p
6.768,4.833,3.353,n
7.588,1.095,9.585,p
5.299,8.125,4.494,n
6.788,8.413,8.228,n
7.713,3.551,6.928,n
8.888,3.505,4.841,n
8.383,3.532,2.284,n
9.406,6.567,1.534,n
1.735,3.334,3.463,p
1.794,1.673,7.236,p
1.851,4.823,5.073,p
7.740,9.728,2.174,n
2.218,3.670,3.608,p
6.724,1.924,4.990,p
5.747,2.365,7.222,p
0.084,9.256,7.960,p
5.309,8.023,7.233,n
1.500,2.195,0.427,p
6.413,1.136,6.822,p
9.536,0.514,9.651,p
3.360,4.206,9.259,p
1.150,6.575,2.897,p
3.639,8.443,5.896,n
2.152,2.411,8.262,p
4.119,4.700,9.172,p
8.783,2.707,7.032,n
1.689,9.198,1.053,n
3.626,9.556,1.157,n
6.342,3.950,9.947,n
2.772,1.865,7.568,n
2.436,5.444,7.000,n
6.106,7.308,4.314,n
0.398,6.837,5.040,p
3.057,6.622,0.687,n
8.055,9.861,5.692,p
2.041,2.133,6.780,p
3.913,4.470,9.695,p
6.384,4.283,3.549,n
3.755,0.230,9.200,p
0.292,5.458,7.481,p
7.942,7.033,4.587,n
4.885,6.482,0.967,n
3.467,8.158,1.165,n
6.233,2.483,9.129,p
6.526,7.323,8.601,n
2.163,1.330,7.144,p
7.412,6.238,8.730,n
4.399,5.298,2.629,n
1.805,4.221,9.512,p
1.427,3.582,6.850,p
1.111,2.863,3.430,p
4.266,4.122,3.704,p
1.932,2.017,5.494,p
7.396,0.038,4.505,p
7.776,2.486,2.581,n
7.050,9.518,3.154,n
9.233,6.112,2.535,n
3.202,9.541,2.464,n
7.626,0.180,3.854,p
6.301,5.852,6.677,n
9.438,1.520,4.541,n
6.640,4.187,3.605,n
0.559,7.504,4.317,p
5.139,2.919,9.234,p
8.686,2.593,1.303,n
2.358,3.459,4.809,p
2.203,3.405,8.696,n
8.971,7.877,0.462,n
3.440,8.174,4.533,n
8.801,5.256,0.634,n
0.234,9.501,9.628,n
6.658,2.038,6.886,p
1.921,1.312,5.866,p
1.911,2.352,7.747,p
0.264,0.999,2.196,p
5.201,0.531,5.517,p
3.090,6.902,5.851,n
2.959,7.128,6.225,n
0.091,7.569,1.481,p
5.354,8.473,3.631,n
8.459,8.723,9.869,p
2.016,7.516,9.310,p
9.036,0.026,8.918,p
7.076,8.069,4.393,n
7.881,2.093,0.448,p
9.937,4.318,0.990,n
2.205,2.507,9.676,p
4.015,2.489,5.930,p
6.087,9.837,4.506,p
0.472,2.560,8.640,p
8.609,8.728,5.910,n
5.610,2.107,6.476,p
2.890,5.600,1.720,p
7.107,5.985,6.036,n
7.877,7.592,8.772,n
5.335,7.836,7.298,n
4.301,1.209,0.211,p
7.629,3.225,3.289,n
3.752,5.557,9.441,p
1.156,9.726,1.928,n
2.043,7.660,5.736,n
6.565,2.014,7.569,p
1.284,9.875,7.042,n
2.199,6.431,6.730,p
8.995,2.453,7.577,n
1.858,5.065,2.054,p
1.286,6.516,3.191,p
3.225,7.379,8.708,n
7.188,8.016,3.464,n
5.524,9.281,2.370,n
7.878,6.439,5.851,n
7.634,5.326,0.342,n
2.768,0.262,8.914,p
8.101,1.371,3.528,p
7.451,1.935,3.454,p
8.859,3.699,5.751,n
2.608,3.628,3.650,p
3.646,2.163,0.789,p
7.648,0.162,9.716,p
2.922,3.246,1.601,p
5.675,8.063,8.578,n
8.413,8.316,7.437,n
5.942,1.679,9.896,p
9.030,9.579,8.279,n
5.031,6.411,6.880,n
7.971,0.359,8.459,p
8.580,1.951,5.795,p
9.938,6.147,1.525,n
3.966,3.952,3.666,p
4.414,2.632,5.276,p
7.094,7.246,9.969,n
2.569,6.871,6.667,p
0.182,5.875,1.711,p
3.583,3.747,1.916,p
5.913,2.723,0.405,n
8.334,5.375,5.095,n
2.013,5.673,8.258,p
6.145,6.294,1.746,n
5.476,1.067,8.606,p
5.333,0.713,7.220,p
2.496,9.616,7.318,n
6.071,0.460,1.863,n
7.729,4.293,6.341,n
5.499,3.488,6.140,p
0.406,3.725,8.659,p
9.975,4.484,4.768,n
8.056,7.330,4.141,n
9.135,2.916,7.795,n
8.904,9.156,3.431,n
0.088,0.385,4.833,p
7.441,7.218,1.947,n
4.962,0.386,8.582,p
9.385,1.265,0.499,n
8.927,4.908,0.845,n
4.118,8.184,0.030,n
8.453,3.754,5.362,n
2.381,3.350,6.977,n
1.215,0.638,9.288,p
8.461,7.468,4.971,n
8.756,6.585,3.253,n
6.848,4.195,4.312,n
2.132,2.195,0.207,p
0.351,2.035,2.945,p
9.243,2.833,2.729,n
6.975,0.770,8.134,p
9.106,0.761,5.016,n
1.733,4.356,6.855,p
9.936,9.953,1.890,n
3.362,4.903,3.466,p
2.569,5.868,8.831,p
1.721,7.481,8.631,p
0.469,8.655,0.164,p
7.352,0.247,1.607,p
6.144,9.550,6.676,n
1.219,4.074,4.988,p
6.286,7.027,0.588,n
5.992,9.708,3.536,p
7.086,8.519,7.460,n
3.361,0.286,7.103,p
8.943,4.077,5.057,n
6.425,1.912,2.524,p
0.053,2.461,4.433,p
1.206,6.512,5.108,p
8.919,3.269,2.986,n
0.018,7.267,8.240,p
8.086,6.741,8.835,n
1.430,0.006,9.648,p
2.834,9.572,0.628,n
2.893,6.455,2.144,n
8.389,6.656,2.041,n
3.610,9.172,2.520,n
5.953,1.501,5.141,p
3.037,8.165,3.169,p
0.288,9.121,9.318,p
9.784,2.972,1.274,n
6.676,3.227,0.280,n
7.846,9.306,4.782,n
0.737,0.227,5.804,p
3.390,2.433,2.292,p
0.406,5.854,2.020,p
2.969,8.372,9.959,n
5.451,8.547,8.349,p
0.587,5.099,8.207,n
3.629,7.822,9.977,n
9.245,4.761,4.905,n
3.568,6.463,6.707,n
1.363,4.121,6.551,n
4.615,2.151,3.926,p
1.079,7.947,7.993,n
5.377,0.079,6.424,p
3.386,7.239,4.688,n
3.206,1.798,0.288,p
6.485,0.244,2.945,p
7.726,1.678,6.022,p
8.408,9.042,8.794,n
7.766,0.840,3.515,p
1.991,9.684,9.689,n
1.811,5.857,8.575,p
6.349,9.068,3.442,n
1.896,2.206,5.182,p
4.590,5.811,7.964,n
7.799,7.786,4.103,n
8.220,0.851,4.136,p
6.638,0.505,8.242,p
3.342,1.748,5.855,p
1.234,4.000,3.442,p
1.069,2.186,7.158,p
2.352,4.109,6.873,p
1.889,7.068,7.621,p
4.653,0.186,0.193,p
7.392,5.058,9.947,n
0.208,7.097,2.914,p
3.956,0.346,9.369,p
0.282,2.171,0.525,p
1.070,2.241,6.355,n
6.418,9.323,4.854,n
5.401,2.378,8.444,p
9.563,8.170,8.204,n
8.837,4.091,7.413,n
6.077,2.589,2.124,n
1.518,5.300,0.596,p
7.858,4.582,4.365,n
5.076,3.356,8.754,p
8.740,0.298,0.840,p
1.847,4.734,0.255,p
1.942,6.579,9.008,p
6.485,9.878,2.137,n
6.512,1.845,8.117,p
0.810,7.979,6.569,p
7.999,0.074,0.783,p
5.343,3.585,8.639,p
1.997,9.162,1.207,n
8.114,0.261,2.905,p
8.585,3.675,4.563,n
6.275,2.439,7.316,p
4.404,2.575,1.362,p
5.636,0.181,4.810,p
7.699,9.423,7.481,n
5.231,4.662,1.022,n
5.159,6.931,8.531,n
5.892,4.417,4.362,n
8.139,5.411,0.522,n
7.018,7.183,7.200,n
9.387,3.426,0.305,n
4.482,9.010,7.370,n
5.049,4.468,8.079,n
9.605,3.552,5.041,n
4.353,1.930,7.602,p
3.665,0.865,2.381,p
4.731,2.082,2.828,p
0.594,3.505,5.230,p
6.019,6.696,7.329,n
5.537,5.672,1.782,n
4.949,3.176,5.550,p
2.556,4.748,8.434,p
4.355,3.290,9.093,n
6.981,9.562,3.743,n
0.325,5.781,2.656,p
7.892,9.484,0.964,n
9.374,5.654,6.457,n
8.315,8.529,1.843,n
8.530,5.528,6.304,p
2.704,0.556,6.323,p
2.506,0.047,8.213,n
5.535,9.965,8.065,n
2.694,8.850,4.812,n
5.918,2.034,3.581,p
7.496,8.299,3.359,n
4.889,1.487,3.836,p
5.205,2.335,4.125,p
5.677,1.796,2.363,p
3.191,1.231,8.091,p
5.892,6.888,1.937,p
3.095,8.337,6.045,n
9.453,6.671,3.660,n
5.830,7.062,4.983,n
5.675,2.289,5.987,p
4.616,0.733,0.119,p
9.251,5.405,9.014,p
7.743,2.386,0.700,p
0.230,1.291,7.635,n
9.412,6.213,5.895,n
8.411,6.416,3.683,n
1.800,2.871,4.626,p
0.074,7.201,0.087,p
4.744,4.775,4.396,n
0.401,4.607,6.910,p
4.651,9.772,0.456,n
7.752,8.645,9.824,n
3.579,0.992,9.307,p
0.257,3.892,2.430,n
1.001,3.131,8.538,p
7.047,8.701,8.158,n
2.667,6.032,5.783,p
6.000,9.468,8.507,n
8.382,8.869,3.878,n
2.549,4.383,8.928,p
6.189,9.724,9.516,p
6.345,6.753,9.837,n
1.606,3.320,0.544,p
4.475,3.485,8.282,p
2.412,9.148,3.568,n
5.436,3.186,1.966,p
0.472,3.031,1.377,p
4.160,0.545,3.062,p
2.663,3.158,9.401,p
2.403,2.809,5.814,n
7.461,4.191,5.126,n
5.234,1.415,7.118,p
1.474,5.168,7.407,p
4.259,8.088,4.253,n
6.235,5.838,7.465,n
7.817,9.763,0.594,n
6.365,0.290,5.591,p
4.528,1.583,9.535,p
6.991,3.562,0.562,p
1.256,3.738,2.679,p
5.218,1.002,5.432,p
6.510,6.858,0.534,n
6.149,4.434,1.264,n
7.828,8.483,3.908,n
7.955,2.266,0.263,n
4.125,4.833,6.675,p
7.065,9.875,1.932,n
6.295,9.160,1.334,n
4.874,1.729,2.157,p
2.646,9.454,6.174,n
0.200,4.822,6.277,p
7.980,4.410,9.512,n
8.168,9.620,8.632,n
6.445,1.648,3.811,p
1.069,0.160,5.516,n
7.419,5.460,6.029,n
6.969,9.954,5.226,n
1.552,5.918,9.931,p
6.915,4.724,9.452,n
0.170,4.579,9.474,p
1.507,2.205,1.712,p
5.767,4.814,3.678,n
5.458,2.147,7.655,p
1.092,5.890,1.290,p
1.081,3.669,0.450,p
0.442,4.618,7.634,p
5.700,3.595,0.437,p
8.991,9.354,7.150,n
5.427,1.889,6.921,p
8.924,0.122,2.904,p
2.598,7.523,2.270,n
1.866,1.485,3.302,p
4.120,6.993,2.856,n
5.602,5.902,1.966,n
9.357,9.358,7.260,n
5.953,1.555,7.117,p
0.422,2.180,4.420,p
8.521,1.880,6.808,n
8.231,3.675,5.206,n
0.831,9.041,9.842,n
6.099,1.848,0.561,p
2.907,6.395,6.919,p
9.022,8.267,0.110,n
9.350,0.060,0.429,p
5.129,2.451,2.367,p
0.814,1.790,2.191,p
1.873,3.519,5.002,p
2.607,5.108,5.151,p
1.515,4.265,4.934,p
4.677,9.864,4.393,n
5.513,5.076,5.536,n
9.558,3.999,4.017,n
2.534,1.567,4.896,n
4.892,3.464,8.816,p
5.880,1.591,4.713,p
6.676,3.700,1.878,n
5.655,1.261,8.152,p
0.269,1.356,8.287,p
7.552,3.576,3.580,p
8.696,6.010,2.389,n
2.771,3.366,2.681,p
6.576,8.158,8.779,n
0.258,0.050,2.050,p
5.384,0.519,0.099,p
3.972,2.600,0.941,p
2.805,4.186,0.929,p
1.757,5.019,4.294,p
2.715,6.742,3.077,p
8.866,5.037,4.181,n
1.641,7.543,1.745,p
6.436,9.401,4.567,n
7.645,9.497,9.064,n
3.171,4.185,6.366,p
9.527,4.243,5.544,n
9.997,5.288,7.398,n
4.036,6.272,1.359,p
8.473,9.138,2.199,n
2.956,2.962,8.505,p
5.472,0.679,0.206,p
1.252,1.704,9.698,p
9.267,2.251,1.899,n
3.808,4.613,8.850,p
3.521,0.884,9.914,p
8.859,9.991,7.385,n
3.656,1.884,5.000,p
0.541,2.093,5.611,p
4.296,2.018,3.828,p
8.036,1.422,5.857,p
7.365,1.431,8.256,p
5.719,0.469,6.004,n
8.216,1.265,1.093,p
9.976,5.916,6.593,n
8.779,3.505,4.126,n
5.707,4.054,6.327,p
2.278,6.676,3.805,p
4.627,9.317,0.285,n
3.519,4.176,8.855,p
9.500,6.198,9.629,n
3.153,2.653,4.687,p
8.349,6.653,8.935,n
9.391,4.653,9.123,n
7.906,0.268,9.312,p
4.318,7.393,3.848,n
1.779,1.464,0.002,p
0.311,7.919,4.076,p
2.263,9.988,7.188,n
3.691,8.025,1.526,p
1.224,6.527,1.023,n
2.371,3.685,4.003,p
1.323,4.199,3.667,p
5.113,0.318,1.837,p
2.090,0.777,0.573,p
2.478,7.058,5.249,p
2.584,6.311,6.685,p
9.850,5.445,2.308,p
2.492,5.493,5.906,p
3.676,2.450,3.022,p
2.553,2.641,7.775,p
0.246,3.351,4.567,p
3.290,2.023,9.532,p
8.508,6.443,3.011,n
9.907,9.256,7.422,n
6.077,6.027,7.071,n
1.765,1.108,7.273,p
3.823,8.178,7.502,n
2.159,8.958,1.329,p
4.682,1.675,3.819,p
0.057,9.022,4.549,p
8.322,7.493,4.538,n
6.785,2.522,2.669,p
5.766,7.395,4.609,n
4.774,5.856,3.108,n
3.626,5.846,0.859,p
5.467,1.543,0.572,p
2.339,7.591,9.785,p
4.465,4.353,1.829,p
7.305,7.978,4.644,n
0.308,4.582,9.885,p
3.229,3.849,1.255,p
2.712,4.960,8.254,p
5.333,9.513,6.281,n
9.458,1.402,0.116,n
0.805,3.731,0.863,p
7.406,3.052,3.129,n
0.584,1.786,7.356,n
5.876,1.978,3.228,p
6.035,0.950,9.386,p
8.788,7.064,1.479,n
2.513,3.078,0.090,p
2.934,0.974,2.423,p
7.951,3.923,1.990,n
9.956,3.819,8.691,n
1.785,3.235,3.534,p
8.935,4.417,1.579,n
2.301,0.056,2.125,p
4.683,2.391,9.966,p
4.919,0.453,2.252,p
2.842,1.247,1.324,p
0.220,3.923,1.700,p
8.771,5.723,0.353,n
5.182,4.887,8.771,n
0.804,1.937,2.719,p
1.886,7.536,0.283,p
4.328,3.394,2.274,p
3.477,0.848,3.838,p
2.629,4.432,7.494,p
8.887,8.632,8.474,n
5.825,3.977,0.361,n
4.008,1.388,5.402,p
9.446,3.562,1.690,p
4.631,2.928,1.331,p
1.186,8.482,3.996,n
5.806,2.912,9.467,p
0.293,0.248,9.254,p
9.147,5.667,7.929,n
7.478,5.712,6.027,n
2.525,8.420,3.172,n
3.104,2.006,0.382,p
2.385,5.291,2.506,p
6.143,5.476,2.744,n
4.220,6.291,7.834,n
4.277,6.424,6.953,n
8.641,2.019,4.247,n
1.004,8.047,9.302,p
8.257,9.075,5.451,n
6.529,2.070,7.113,p
3.396,4.599,1.925,p
3.319,8.967,0.448,n
4.363,2.651,2.567,p
0.087,7.839,4.664,n
0.746,2.005,0.550,p
6.506,5.189,2.543,n
6.179,8.127,3.202,n
4.000,6.777,5.812,n
1.698,1.291,0.211,p
7.406,5.057,5.406,n
1.760,1.448,2.467,p
5.000,3.682,0.172,p
7.196,9.426,6.848,p
1.201,1.251,4.413,p
9.470,6.570,9.129,n
1.970,8.726,4.394,n
6.282,0.437,0.611,p
2.214,6.977,9.071,p
7.528,3.276,0.375,n
8.537,1.525,9.950,n
3.949,0.905,5.177,p
1.616,1.095,8.184,p
8.454,2.100,9.745,n
8.293,5.016,9.482,n
7.563,2.848,8.370,p
3.683,6.924,4.829,n
2.329,5.256,0.104,p
6.278,0.640,3.897,p
6.567,7.544,5.520,n
3.067,8.833,6.584,p
4.575,6.798,5.588,n
5.329,1.632,2.892,p
5.120,8.497,8.795,n
7.880,5.733,5.771,n
8.876,2.738,0.300,n
8.387,0.476,7.337,p
0.975,1.754,3.635,p
1.942,1.427,4.580,p
3.911,0.867,0.986,p
0.162,1.296,6.755,p
3.399,8.892,4.817,n
7.244,3.772,5.746,n
8.626,7.403,6.924,n
1.952,4.192,0.172,p
0.585,5.055,4.609,p
7.616,4.015,5.757,n
4.247,6.693,8.640,n
1.233,3.998,8.442,p
6.979,2.628,5.386,n
9.856,0.003,5.034,n
5.939,7.056,2.573,n
0.658,5.781,9.606,p
0.093,9.443,9.215,n
9.839,3.391,2.140,n
2.724,4.703,4.343,n
9.592,0.059,1.823,n
2.064,0.186,6.192,p
6.994,1.047,1.940,p
2.866,0.811,8.917,p
1.809,6.457,8.580,p
7.296,0.129,5.082,p
7.152,9.149,8.678,n
8.650,1.506,1.372,n
3.336,4.119,6.201,n
6.815,6.076,2.316,n
1.071,6.832,1.384,p
3.951,8.624,8.225,n
9.221,9.684,5.520,n
3.602,2.025,7.457,p
2.605,1.571,9.638,p
7.666,7.173,6.822,n
0.849,6.402,0.651,p
5.745,5.004,3.022,n
7.965,1.174,7.635,p
7.284,9.659,8.053,n
4.336,6.893,7.623,n
5.694,7.961,2.595,p
8.962,1.691,4.497,n
3.254,3.433,6.975,p
8.443,5.830,4.188,n
4.542,8.207,3.961,n
6.846,7.696,0.958,n
6.701,3.727,1.930,n
2.255,6.058,2.304,p
0.455,7.422,3.429,p
1.017,3.659,6.610,p
2.758,6.772,5.886,p
8.883,0.489,6.044,p
5.446,2.917,6.119,p
3.949,5.760,3.547,p
1.811,1.584,2.872,n
3.434,8.434,2.716,p
4.735,6.362,5.788,n
6.361,4.156,5.559,n
9.159,7.054,6.290,n
8.390,2.858,0.500,n
4.172,2.340,7.925,p
5.291,5.093,1.797,n
9.098,5.141,7.585,n
9.358,4.152,1.605,n
4.047,0.887,3.972,n
5.265,7.701,9.055,n
6.170,7.836,9.349,n
