@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
3.992,4.999,3.803,p
9.804,9.421,1.459,n
0.468,9.216,5.427,n
3.045,3.717,4.357,p
1.480,6.014,1.265,p
2.448,4.633,3.496,p
8.876,6.419,8.097,n
3.695,6.247,4.389,n
8.773,5.472,1.780,p
7.618,1.613,2.416,p
6.187,1.711,9.371,p
4.555,3.462,1.585,p
5.949,2.289,8.524,p
1.027,0.615,0.779,p
4.514,4.803,1.820,p
2.005,7.919,8.309,n
9.635,6.077,7.852,n
0.700,1.875,2.622,p
9.345,5.654,9.341,n
1.828,9.972,9.646,n
6.146,8.189,5.513,n
1.752,1.119,0.614,p
4.112,2.991,1.074,p
6.227,5.606,1.643,n
4.017,1.731,8.692,p
0.880,7.478,1.327,p
8.263,9.735,4.076,n
0.901,7.274,7.946,p
8.524,4.590,7.410,n
9.919,5.042,3.125,n
1.404,6.116,7.292,n
6.780,7.743,5.447,n
1.719,6.284,7.838,p
5.172,2.222,5.744,p
9.741,9.286,6.909,n
8.082,4.695,3.352,p
8.004,3.888,8.325,n
8.313,5.471,8.323,n
2.285,3.435,6.554,n
3.425,7.414,5.051,n
2.230,5.518,9.817,p
0.538,8.563,5.376,p
0.285,3.626,2.064,p
4.221,9.172,7.029,n
9.326,3.466,9.214,n
9.588,1.709,2.364,n
6.023,3.614,3.345,n
4.970,0.475,5.841,p
3.419,1.845,2.115,p
7.471,3.665,5.249,n
2.331,1.224,4.066,p
0.037,2.091,6.424,p
2.371,4.720,7.321,p
5.502,8.924,2.044,n
2.162,5.560,3.707,p
1.864,8.326,2.166,n
2.221,2.059,9.290,p
0.127,7.560,3.205,p
2.646,6.784,7.105,p
9.591,9.172,4.435,n
9.844,5.995,6.268,n
3.117,8.188,5.473,n
6.933,5.717,4.908,n
5.562,4.203,4.607,n
6.570,7.511,5.771,n
4.410,6.211,8.265,n
3.736,8.238,9.753,n
0.309,6.827,4.753,p
8.103,8.529,0.586,p
4.776,7.978,1.361,n
3.187,2.548,5.336,p
7.970,1.648,5.488,n
0.774,3.690,8.328,p
5.100,7.310,7.364,n
3.544,2.879,4.564,p
4.282,4.650,3.211,p
1.425,8.017,0.200,p
8.140,1.297,9.912,n
7.812,4.943,0.600,n
9.258,6.201,6.375,n
6.502,2.151,1.271,p
9.413,8.855,9.896,p
0.942,4.916,3.234,p
9.257,4.551,0.793,n
8.839,2.827,9.707,n
1.724,5.013,7.170,n
9.336,7.820,6.015,n
6.645,1.980,1.129,p
3.003,3.317,7.561,p
7.855,2.783,3.177,n
2.518,7.833,1.108,n
2.527,8.364,8.677,n
1.734,8.924,9.184,n
2.534,1.921,3.682,p
4.594,3.373,0.221,p
4.071,3.534,5.466,p
7.556,6.723,9.550,p
4.996,5.106,6.627,p
0.429,8.453,9.885,p
9.424,9.206,7.739,n
5.825,7.173,7.693,p
5.375,1.701,9.729,p
7.702,8.740,2.951,n
7.272,0.424,3.152,p
2.350,7.133,1.460,p
5.960,2.722,8.225,p
0.494,8.219,9.386,p
3.911,3.902,2.716,p
2.870,0.144,0.346,p
8.212,4.136,5.280,n
1.625,2.715,4.629,p
2.907,1.052,1.838,p
9.597,2.744,8.336,n
6.054,0.171,8.810,p
1.775,3.966,0.857,p
4.110,2.706,5.810,p
2.270,5.672,5.533,p
9.501,8.959,2.475,n
6.932,7.065,9.588,n
1.348,3.743,3.300,p
0.708,3.575,9.623,n
9.942,9.120,3.520,n
3.152,6.917,8.353,p
6.567,7.615,3.020,n
4.917,5.941,3.093,n
7.899,8.001,8.387,n
2.025,5.760,2.844,p
0.042,2.337,2.015,p
7.866,7.390,3.207,n
6.767,1.653,8.142,n
4.499,8.957,2.610,n
9.573,2.164,7.018,n
1.157,9.790,5.273,n
8.003,4.970,3.590,n
4.211,7.621,1.233,n
4.858,4.430,9.507,n
8.387,5.969,4.847,n
0.273,5.764,0.989,p
2.022,3.054,1.443,p
2.410,1.614,3.901,p
3.645,8.489,0.457,p
2.189,3.325,5.152,p
5.439,0.566,3.894,p
4.378,3.153,2.569,p
6.564,3.377,2.692,n
5.372,8.906,4.160,p
3.532,6.787,6.467,n
8.310,1.483,6.345,n
4.091,6.121,1.857,n
5.516,0.664,0.573,p
8.595,3.624,8.176,n
2.402,0.896,1.085,p
0.883,7.866,0.558,p
2.035,1.317,0.369,p
2.019,0.038,1.280,p
5.287,2.698,7.750,p
7.799,5.408,5.963,n
9.950,1.822,8.828,p
7.223,8.254,9.733,p
1.735,3.091,7.899,p
9.946,5.881,9.220,n
8.924,8.783,6.773,n
4.701,8.706,3.099,n
1.087,3.495,1.837,p
1.648,9.294,0.496,n
9.360,3.428,6.920,n
2.815,9.037,8.622,n
5.951,7.141,1.460,n
9.463,2.401,0.132,p
0.571,2.544,1.707,p
5.395,2.917,4.648,p
0.422,2.687,4.294,p
1.708,0.645,3.921,p
9.933,2.610,6.679,n
8.549,3.859,5.888,n
3.377,4.625,2.178,p
1.234,0.429,7.171,p
2.474,3.691,7.160,p
1.588,7.203,8.200,p
2.628,7.240,6.708,n
2.148,4.733,0.808,p
5.600,6.400,8.107,n
7.995,0.942,4.838,p
9.531,5.196,0.018,n
5.827,1.259,6.704,p
2.941,1.888,5.912,p
2.636,8.913,8.111,p
4.419,3.122,4.606,p
2.444,3.287,9.295,p
3.758,0.532,4.624,p
3.766,5.551,7.455,p
5.788,6.942,0.611,n
0.106,5.999,2.236,p
2.278,9.302,8.770,n
7.492,5.930,2.943,n
6.755,0.666,7.722,p
0.334,7.949,1.804,p
4.669,2.619,6.661,p
8.005,0.940,6.483,p
9.670,5.515,1.213,n
9.733,8.061,8.121,p
7.862,1.080,5.914,p
6.838,3.105,9.251,n
5.129,9.094,8.079,n
0.538,7.865,6.121,p
1.445,8.549,8.316,n
4.816,9.887,5.733,n
5.555,2.581,8.775,p
1.568,0.622,5.308,p
4.332,2.370,8.216,p
8.686,2.495,4.549,p
0.683,7.049,9.272,n
5.135,6.369,6.584,n
3.847,9.462,1.092,n
5.318,4.677,2.016,n
6.163,1.675,6.578,p
7.149,8.634,7.552,n
5.216,3.309,5.773,p
4.506,4.948,1.165,p
1.206,4.296,9.840,p
2.705,9.343,6.207,n
6.280,5.078,8.566,n
1.847,2.107,8.689,p
6.756,5.033,2.601,n
7.367,3.464,6.258,n
8.755,7.088,1.718,n
8.627,8.727,1.975,n
7.331,3.325,1.970,n
4.379,0.002,9.230,p
5.691,7.330,0.832,n
9.769,8.725,3.814,n
3.474,4.429,4.386,p
3.951,2.891,1.399,p
9.796,0.839,2.545,n
7.001,0.365,4.060,p
0.851,4.922,9.201,p
5.977,6.909,1.869,n
2.652,2.357,5.807,p
0.516,5.565,6.397,p
6.357,8.328,7.155,p
3.694,6.102,7.754,n
0.501,6.265,9.904,p
3.950,1.949,2.996,p
6.271,0.302,7.447,p
3.322,1.848,6.710,p
7.425,8.638,0.590,n
1.102,0.165,3.990,p
1.679,2.720,2.545,p
2.824,3.057,1.832,p
7.659,1.512,3.170,n
2.416,1.397,7.148,n
1.632,5.603,8.083,n
2.775,6.103,0.510,p
8.953,1.427,8.064,n
2.725,8.251,6.759,p
9.050,1.679,0.878,n
7.341,5.114,6.058,n
7.532,9.379,1.921,n
8.075,0.866,1.366,p
8.418,4.097,8.482,p
9.243,0.432,4.083,n
3.262,1.401,1.429,p
5.091,9.813,1.926,p
8.433,0.988,8.304,p
7.110,0.727,5.752,p
3.644,9.713,1.354,n
8.932,7.504,8.701,n
6.123,1.388,8.359,p
6.082,2.506,2.041,p
4.983,1.606,9.654,p
7.920,4.171,3.303,n
4.673,2.218,4.256,p
9.449,2.264,9.076,n
6.381,6.595,2.436,n
4.799,9.215,0.688,n
0.019,4.737,3.141,p
7.040,4.780,9.873,n
4.837,1.854,9.382,p
6.166,9.201,7.124,n
6.698,0.452,6.964,p
2.436,3.609,3.842,p
5.569,0.856,9.659,p
9.827,3.513,6.944,n
2.610,9.578,9.868,n
7.972,1.102,0.871,p
2.357,5.850,0.704,p
7.160,5.454,1.034,n
8.523,2.700,6.681,n
7.012,3.169,9.556,n
9.851,4.247,2.411,n
1.313,8.658,1.630,p
5.753,2.119,0.914,p
7.195,8.300,9.827,n
1.840,4.344,1.815,p
8.845,3.266,3.422,n
4.272,1.403,9.410,p
9.923,7.476,6.018,n
6.442,3.456,4.402,n
8.773,4.219,8.925,n
4.303,3.303,5.379,p
4.888,7.624,7.824,n
8.773,4.397,6.398,n
0.486,2.423,7.030,p
4.173,8.526,4.825,n
1.840,2.458,9.014,p
7.799,3.688,7.211,n
3.767,6.914,0.044,n
4.876,7.733,4.811,n
4.440,3.163,9.752,p
4.050,6.325,0.981,n
5.943,1.224,9.335,p
8.360,3.822,4.589,n
2.005,0.808,6.574,p
2.951,6.463,5.428,n
7.891,4.659,2.780,n
7.418,9.785,3.623,n
3.283,5.935,6.997,p
4.990,1.132,9.542,p
7.259,6.289,9.498,n
9.102,7.439,8.431,n
9.075,8.902,1.655,n
1.186,3.430,8.146,n
0.910,0.206,5.802,n
3.998,2.361,7.016,p
0.981,5.754,7.764,p
2.216,0.335,9.189,p
2.792,4.567,6.453,p
6.002,9.165,6.697,n
6.198,0.816,1.872,p
0.830,0.109,0.704,p
9.426,7.557,5.422,n
8.951,2.796,8.047,n
1.827,2.687,5.323,p
0.241,7.118,6.121,p
1.470,2.635,6.340,p
3.466,4.804,4.115,p
7.964,1.398,8.827,p
4.712,9.576,3.583,n
4.370,6.145,2.792,n
8.336,8.778,7.656,n
4.371,3.768,4.225,n
0.909,9.639,1.180,n
4.292,3.413,7.372,p
1.657,6.876,4.804,p
1.505,8.380,8.203,n
1.089,7.187,0.078,p
1.986,3.073,7.276,p
1.628,3.209,6.090,p
1.068,2.852,4.928,p
2.382,8.994,2.446,n
9.602,7.934,9.931,n
7.167,2.934,2.427,n
0.237,1.518,8.961,p
2.125,3.056,7.354,p
9.327,9.741,0.465,n
0.624,8.483,6.628,p
6.960,0.729,6.677,p
0.923,1.495,2.187,p
3.773,1.854,5.124,p
4.591,7.651,1.088,p
9.045,4.354,2.543,n
1.293,1.281,4.027,p
2.354,4.121,4.585,p
2.877,9.998,6.371,n
7.837,0.675,6.741,p
5.955,4.030,6.349,n
2.932,0.359,4.966,p
1.494,6.264,4.569,p
2.800,3.703,3.928,p
8.587,7.234,0.768,n
4.299,3.245,1.546,p
9.343,7.160,7.024,n
6.278,5.562,4.822,n
5.132,5.722,6.712,n
4.285,6.987,2.358,n
8.210,2.166,3.299,p
1.861,0.169,4.833,n
0.354,0.058,7.068,p
4.007,1.824,6.261,p
1.904,2.651,6.072,p
0.612,2.208,0.476,p
3.516,0.311,0.908,n
1.060,0.124,1.263,p
6.483,1.576,1.445,p
4.459,1.471,8.950,n
3.396,1.139,2.557,p
5.186,2.141,5.272,p
7.758,3.671,5.331,n
3.230,6.420,2.819,p
0.314,7.560,8.370,p
1.014,1.206,4.258,p
7.099,1.166,7.729,p
8.849,0.129,7.804,p
8.790,2.856,5.486,n
4.447,3.610,5.356,p
8.160,3.499,8.507,n
1.049,9.563,5.756,n
3.401,4.394,4.273,p
2.886,2.818,9.200,p
1.400,1.799,1.312,p
0.711,1.275,6.617,p
9.980,4.721,7.335,n
5.042,2.945,6.092,p
0.911,8.871,4.081,n
5.337,7.293,6.645,n
4.338,4.576,1.366,p
0.266,4.448,5.052,p
0.025,4.254,3.411,p
7.253,8.837,1.108,n
5.723,9.948,1.673,n
6.566,8.777,4.305,n
7.170,3.585,9.417,n
9.464,0.109,9.313,n
5.007,2.295,5.389,p
2.210,6.184,6.332,p
1.473,3.394,1.441,p
5.975,2.525,2.826,p
2.465,0.799,7.705,p
2.413,8.955,7.299,n
2.465,3.807,4.610,n
3.893,7.173,4.373,n
0.057,6.755,1.391,p
0.657,2.814,2.111,p
5.022,6.087,7.304,p
9.940,5.131,1.302,n
4.783,0.790,7.351,p
2.909,5.698,4.642,p
7.987,2.916,0.049,n
4.598,0.371,6.897,p
4.075,4.536,5.831,p
2.469,3.898,8.770,p
8.826,6.444,1.524,p
2.151,1.748,4.331,p
5.642,3.226,2.918,p
7.282,0.117,6.785,p
9.771,5.286,7.399,n
9.475,9.769,9.735,n
6.089,6.643,1.718,n
0.186,9.727,5.109,n
5.640,5.612,5.360,n
2.413,3.582,7.943,p
3.245,5.576,6.345,n
2.740,4.875,5.693,p
5.048,3.116,6.814,p
9.427,0.599,8.803,p
1.735,4.743,4.712,p
2.311,8.288,1.774,n
2.781,1.950,7.805,n
7.676,2.012,7.177,n
0.312,5.662,8.539,n
5.185,0.225,7.470,p
3.039,0.495,8.833,p
7.697,1.037,7.313,p
5.079,3.163,9.754,p
3.532,9.643,2.247,n
9.949,0.669,4.452,p
3.841,5.959,1.209,n
6.651,9.626,9.906,n
2.099,3.604,8.050,p
7.075,7.605,1.018,n
3.809,7.594,8.255,n
0.366,0.777,4.775,p
7.121,6.734,1.153,n
7.304,4.518,5.247,n
3.383,5.680,3.817,p
2.881,9.055,1.898,n
3.072,6.242,8.465,p
5.705,1.046,9.035,p
9.845,3.197,2.047,n
6.355,2.791,9.236,p
6.516,1.116,4.054,p
5.365,5.582,2.030,n
0.623,6.180,4.904,p
1.093,6.004,4.077,p
2.648,5.190,1.069,p
6.420,4.730,3.856,n
9.621,4.047,0.414,n
1.045,2.078,3.874,p
5.828,6.522,2.245,n
2.126,2.643,3.786,p
6.348,7.832,1.837,n
7.082,0.194,1.107,p
4.445,5.949,3.373,n
5.343,5.809,0.383,n
7.490,9.949,5.789,n
0.855,4.255,8.226,p
2.283,2.334,7.860,p
6.448,7.481,2.275,n
5.765,2.502,5.574,p
2.850,9.830,6.779,n
9.485,7.818,5.632,n
8.805,9.192,3.976,n
5.387,1.797,8.856,p
1.641,2.629,9.727,p
7.417,1.527,0.278,p
2.315,7.069,8.145,p
6.867,6.702,0.119,n
3.813,7.543,5.950,n
8.881,2.027,5.298,n
4.374,7.610,0.407,n
1.908,7.080,7.469,p
0.411,8.354,4.521,p
7.147,9.088,3.005,n
3.512,3.698,9.599,p
9.382,6.205,5.495,p
9.248,7.435,1.673,n
6.246,2.484,1.907,p
9.780,0.385,2.896,n
0.130,4.616,7.005,p
0.671,5.187,8.693,p
8.379,4.124,0.315,n
8.689,5.994,1.194,n
0.485,2.336,9.510,p
7.301,3.051,7.438,p
7.714,2.622,5.637,n
4.110,8.159,0.490,n
3.615,4.700,9.797,n
4.208,7.686,6.260,p
6.490,1.294,2.045,p
6.679,9.292,5.030,n
8.568,0.769,7.935,p
4.345,3.744,2.608,p
0.690,6.720,5.975,p
1.764,4.705,3.210,p
3.836,5.459,1.358,p
1.770,8.187,4.942,n
6.158,3.265,3.003,p
9.197,0.823,4.073,n
4.845,1.055,9.764,p
6.801,1.423,4.984,p
4.299,0.002,8.883,p
8.466,0.875,3.159,p
0.352,2.707,6.997,p
6.583,7.657,1.165,n
4.408,5.846,0.907,n
9.437,0.296,6.748,n
2.588,1.295,6.924,p
2.746,0.317,3.878,n
7.852,5.700,7.357,n
4.305,0.734,7.084,p
1.675,7.887,4.352,p
7.858,9.197,0.963,n
0.176,4.169,8.885,p
4.680,3.802,8.459,p
5.612,5.850,9.549,n
7.553,1.445,0.831,p
7.296,3.353,0.795,n
6.811,8.118,2.370,n
3.835,9.686,1.897,n
4.240,6.853,5.992,p
1.545,9.626,3.206,n
6.581,8.992,8.851,n
1.475,3.890,2.782,p
1.125,1.089,6.658,p
7.010,2.568,9.958,p
5.012,9.708,4.874,n
8.046,7.826,1.304,p
4.255,9.840,8.709,n
5.510,1.841,9.047,p
9.803,8.780,9.460,p
3.719,2.535,7.039,p
2.481,7.571,4.608,n
1.274,0.156,1.671,p
5.711,2.905,6.702,p
4.763,6.666,7.424,n
9.699,7.658,9.370,n
9.152,6.215,8.257,n
4.769,7.534,7.710,n
8.818,1.576,3.300,n
7.267,6.146,5.559,n
2.259,6.543,6.384,p
4.026,9.154,8.121,n
5.537,7.302,6.834,n
9.442,6.632,5.016,n
9.840,8.350,3.022,n
8.444,3.296,8.236,n
4.170,3.564,6.759,p
5.498,6.363,6.570,p
0.434,3.631,1.256,p
9.088,1.167,9.202,n
6.767,9.217,8.902,n
0.649,2.388,1.205,p
1.303,3.880,7.708,p
0.916,5.607,5.127,p
6.684,1.822,0.679,n
3.619,6.990,9.991,n
5.683,3.106,8.189,p
4.244,4.599,8.566,p
7.905,6.881,7.290,n
4.950,4.266,4.597,p
9.677,9.674,9.626,n
2.296,8.099,5.344,n
7.798,2.296,8.194,n
0.276,3.635,1.043,p
9.645,6.473,1.144,n
2.048,8.613,8.865,n
0.560,4.659,5.259,p
2.360,7.449,0.666,n
3.738,9.351,4.368,n
1.209,5.317,0.683,p
1.499,3.027,5.108,p
8.438,7.538,0.940,n
8.695,7.622,0.591,p
2.746,4.104,3.945,p
5.755,4.060,9.858,n
9.214,2.673,7.565,p
5.123,3.794,7.196,p
4.831,8.624,8.952,n
9.995,1.594,7.819,n
5.262,8.668,3.252,n
1.784,1.748,8.873,n
4.144,7.420,5.627,n
0.694,2.662,9.710,n
0.414,8.954,8.119,p
7.115,7.721,5.022,n
1.086,6.834,4.783,n
8.071,3.377,6.101,n
1.899,4.721,6.365,p
8.540,6.685,1.885,p
2.421,2.797,2.636,p
4.980,4.146,6.815,p
0.998,0.401,7.553,p
4.249,0.281,2.671,p
2.954,9.060,2.190,n
2.082,2.900,3.123,p
3.726,1.931,0.353,p
8.418,5.809,3.778,p
7.860,7.800,9.073,n
5.551,5.742,5.781,n
1.573,1.898,5.911,p
5.389,6.517,5.960,n
0.768,9.442,7.322,n
4.155,3.148,0.017,p
5.275,7.744,4.738,p
1.803,5.471,4.373,p
9.754,4.712,4.234,n
0.459,7.685,4.070,p
8.546,9.078,7.185,n
4.648,1.203,1.633,p
1.709,2.075,2.497,p
9.642,9.439,0.988,n
8.777,6.971,4.615,n
9.417,2.431,5.220,n
4.449,6.617,1.241,n
9.811,9.069,0.530,n
2.808,2.711,8.338,p
5.931,0.632,2.331,p
3.950,5.956,0.128,n
0.975,7.306,1.928,p
5.390,2.011,1.555,p
5.125,7.014,6.710,n
6.026,0.327,0.487,p
7.699,0.536,4.388,p
4.002,7.727,9.096,n
4.756,0.317,3.213,p
8.041,1.851,4.664,n
9.252,2.490,7.316,n
5.048,2.522,2.210,p
3.729,6.115,8.949,n
8.137,2.749,2.983,n
1.256,5.849,7.978,p
5.242,1.488,6.762,p
8.658,8.028,8.707,n
0.405,8.020,9.206,p
9.308,2.547,2.111,n
4.058,5.962,5.740,n
1.513,4.372,8.274,n
2.583,6.887,6.430,p
8.156,1.971,5.142,n
5.741,0.978,8.573,p
4.948,1.179,8.079,p
8.899,3.818,9.526,n
7.936,9.333,2.339,n
0.778,1.470,3.273,p
7.675,8.159,5.116,n
3.594,2.414,9.657,p
9.823,0.328,7.168,n
6.001,2.011,6.847,p
5.752,5.722,0.859,n
8.171,1.936,7.805,n
4.323,4.518,2.087,p
9.934,9.883,6.627,n
8.160,1.105,6.074,n
8.807,7.195,9.603,n
8.511,9.179,3.408,n
4.342,5.666,1.853,n
3.992,3.595,8.404,p
0.304,4.360,8.802,p
8.993,2.864,0.567,n
0.389,2.654,7.992,p
9.498,6.302,3.907,n
6.972,9.284,0.179,n
7.599,9.299,4.037,n
0.121,1.923,7.537,p
9.485,9.171,8.915,p
9.717,4.729,3.569,n
4.329,6.461,7.124,n
5.000,8.907,2.993,n
4.322,7.071,6.658,n
3.228,2.159,9.021,p
2.165,4.744,5.820,p
6.446,3.455,2.155,n
9.307,5.595,7.552,n
0.761,8.770,4.203,n
9.254,7.586,2.511,n
3.903,6.307,5.514,n
4.184,1.436,8.427,p
4.414,9.092,1.405,p
4.259,0.675,7.413,p
7.018,8.174,7.294,n
6.926,2.717,9.150,p
0.537,2.558,4.600,p
5.809,6.172,9.639,n
9.311,6.836,2.891,n
4.998,7.151,5.484,n
3.261,0.387,8.173,p
9.794,8.656,5.534,n
4.488,7.663,7.871,p
6.283,5.220,2.801,n
6.476,0.182,7.228,p
3.934,5.364,9.865,p
9.403,6.768,1.292,n
3.839,5.856,0.027,n
4.026,4.794,6.043,p
1.945,5.054,4.848,p
4.405,6.532,5.650,n
0.349,4.155,8.643,p
4.772,5.143,4.233,n
9.281,0.646,8.024,n
7.360,8.400,7.435,n
4.591,6.897,8.396,n
8.460,3.683,2.420,n
4.578,6.878,5.002,n
9.761,6.320,4.754,n
5.681,7.584,4.335,p
9.898,0.742,3.577,n
5.211,6.464,0.765,n
8.759,9.634,2.045,n
8.178,4.679,2.527,n
7.039,9.562,5.786,n
6.355,0.247,2.602,p
5.258,5.813,2.765,n
1.941,5.628,9.264,p
2.227,5.775,7.064,p
5.175,0.047,7.086,p
5.318,4.919,7.859,n
4.080,7.684,6.559,n
4.882,3.280,1.776,p
1.253,0.190,7.164,p
6.967,9.353,7.649,n
4.953,4.380,2.837,p
2.080,0.141,9.885,p
4.776,8.118,6.971,n
4.677,4.956,2.299,n
8.192,5.444,5.748,n
1.444,5.742,5.528,p
5.739,6.418,7.975,n
1.637,1.661,3.722,n
0.054,0.821,4.811,p
6.474,8.542,6.541,n
2.843,4.235,2.674,p
4.876,2.538,2.849,p
3.404,2.667,5.043,p
8.514,9.600,9.631,n
5.765,9.285,4.142,n
5.893,0.075,0.448,p
1.592,4.701,7.322,p
5.736,6.013,9.283,n
2.972,7.198,3.089,n
4.139,9.443,2.968,n
7.734,5.400,6.974,n
6.894,3.057,9.774,n
8.854,6.980,5.009,n
1.200,1.266,8.990,p
5.574,8.293,7.458,n
6.590,0.623,5.476,p
9.004,6.629,5.696,p
7.352,1.072,4.983,n
3.547,5.678,2.459,p
4.265,4.046,0.105,p
5.501,7.702,3.126,p
9.495,1.234,1.365,n
3.324,7.995,2.943,n
6.157,3.417,5.180,p
0.492,9.199,1.704,n
8.773,3.754,7.704,n
6.189,8.893,9.636,p
9.779,0.310,6.767,n
8.276,9.986,3.711,n
4.407,6.320,1.388,n
4.158,3.395,0.931,p
4.231,8.846,7.004,n
6.779,9.848,4.228,n
3.718,6.767,6.397,n
4.409,5.250,1.484,n
5.031,2.797,5.038,p
4.817,2.354,3.163,p
1.473,9.221,5.399,n
3.169,9.287,8.215,p
1.532,5.286,3.777,p
3.027,7.276,6.296,n
7.670,7.280,7.832,n
6.772,4.395,0.595,n
9.738,6.742,1.969,n
8.243,2.013,2.128,n
5.459,7.321,5.290,p
0.264,8.553,9.882,p
7.833,0.393,1.851,p
2.070,3.013,3.599,p
5.987,3.288,8.023,p
6.442,0.330,6.152,p
7.724,6.888,7.498,n
3.752,2.278,2.001,p
9.598,0.082,9.150,n
2.758,2.672,3.770,p
5.281,4.118,2.436,p
3.678,8.994,1.069,n
9.428,2.131,1.201,n
4.992,3.490,5.144,p
9.192,5.200,1.293,n
2.131,7.748,0.169,n
7.335,2.954,3.380,n
3.020,3.088,9.911,p
1.881,4.950,6.548,p
7.613,9.550,5.431,n
8.005,4.779,5.724,n
2.261,0.020,8.965,n
9.044,9.882,2.914,n
9.931,1.059,6.009,n
6.788,0.288,8.221,p
4.103,3.150,4.066,p
4.733,9.029,4.915,n
1.268,0.481,3.654,p
7.623,5.474,0.843,n
3.696,1.441,1.662,p
7.957,4.616,2.586,n
0.630,9.334,2.357,n
0.807,6.779,1.518,p
5.440,0.113,0.682,p
5.493,7.601,1.461,n
2.074,9.602,5.805,n
5.422,7.543,3.788,n
3.254,4.579,7.865,p
6.391,1.227,2.779,p
0.114,4.831,6.800,n
4.621,9.303,7.062,n
0.859,4.752,8.046,p
5.273,4.058,1.196,p
6.836,0.628,9.257,p
3.545,9.325,2.594,n
4.766,3.000,0.049,p
5.078,8.592,0.840,n
1.049,9.275,9.895,n
0.851,5.932,4.646,p
7.946,2.707,9.890,n
4.477,3.005,2.027,n
3.833,9.774,2.119,n
2.985,0.549,8.869,p
2.745,6.848,9.697,n
6.823,5.552,8.691,n
1.923,8.175,1.266,n
0.427,8.702,9.410,p
0.277,6.278,6.814,p
9.948,3.949,7.149,n
7.031,9.842,0.241,p
5.150,0.085,5.773,p
3.209,6.937,5.575,n
7.836,6.490,5.438,n
5.489,4.365,9.232,n
0.952,8.144,4.332,p
4.329,9.049,1.805,n
4.351,7.505,7.341,n
7.128,7.926,4.246,n
3.495,3.973,2.766,p
2.152,1.934,5.602,p
4.532,4.297,2.253,p
2.306,0.654,2.587,p
0.856,0.656,9.849,p
5.241,8.080,4.468,n
0.931,3.145,3.363,p
0.984,4.781,1.743,n
3.452,4.200,2.198,n
4.676,2.690,4.111,p
7.682,9.598,1.640,p
1.750,4.757,5.596,p
1.998,9.709,3.309,n
3.178,0.672,2.240,p
0.059,8.626,2.475,p
0.847,2.619,8.220,p
7.549,7.697,9.231,p
8.834,3.938,9.442,n
5.416,4.055,0.517,p
5.181,2.813,0.568,n
4.397,4.160,4.912,p
5.625,1.181,4.674,p
9.539,6.697,8.144,p
3.646,1.437,2.897,p
9.908,9.199,1.317,p
6.084,9.705,6.235,n
9.177,6.077,9.611,n
0.867,4.851,5.279,n
0.718,5.324,4.435,n
0.073,7.740,8.487,p
4.239,3.367,4.257,p
2.215,5.506,8.146,p
1.672,6.864,5.663,p
1.149,8.113,8.234,p
4.593,8.619,6.629,n
5.328,1.483,4.979,p
9.477,2.238,2.873,n
0.977,9.264,3.354,n
5.593,7.139,9.249,n
5.360,1.778,4.207,p
1.194,5.432,5.612,p
0.802,3.824,3.104,n
9.626,7.532,9.528,n
7.620,2.936,2.346,n
2.729,9.394,4.125,n
1.465,6.797,8.713,p
8.448,1.493,8.096,n
8.046,2.365,8.694,n
1.642,2.907,1.079,n
0.292,8.209,5.502,p
6.205,9.386,0.660,n
8.969,8.721,2.310,n
0.730,8.608,7.301,p
5.386,8.118,8.436,p
0.069,9.359,8.348,p
5.912,0.497,7.671,p
1.291,5.671,2.965,p
2.955,9.335,3.833,n
3.641,2.975,7.585,p
5.238,5.658,5.233,n
6.862,2.580,6.385,p
8.153,8.857,7.734,n
6.641,2.272,9.718,p
0.118,6.910,9.419,p
0.140,9.877,3.628,n
6.962,6.072,9.644,n
2.355,3.064,2.876,p
1.279,6.133,7.518,p
9.684,4.666,7.383,n
4.141,9.471,7.850,n
0.829,2.767,8.539,p
5.956,8.654,7.312,n
6.658,4.546,4.039,n
6.183,8.073,7.828,n
8.844,5.229,4.946,p
9.373,2.031,9.025,n
4.029,5.114,0.720,p
1.725,6.987,0.934,p
1.825,3.582,9.209,p
6.855,1.058,6.214,p
8.071,2.075,9.807,n
8.492,4.257,0.111,n
4.528,0.355,0.321,p
6.933,8.284,0.057,n
1.460,4.971,3.630,p
1.064,7.284,1.849,p
6.914,9.433,9.168,n
0.991,0.258,7.176,n
7.218,1.962,9.949,p
3.834,5.097,5.030,p
5.286,7.676,5.535,p
4.377,5.261,8.260,n
5.648,3.053,1.389,p
6.835,8.177,3.173,n
4.708,9.023,9.148,n
1.566,7.266,8.429,p
1.427,0.366,8.860,p
0.791,6.881,4.887,p
2.225,5.175,0.212,p
8.229,3.427,9.171,n
3.037,9.232,9.464,n
8.310,0.107,4.574,p
4.131,4.154,5.189,p
1.790,9.428,6.633,n
0.664,3.169,6.982,p
1.523,7.068,6.450,p
0.649,8.693,9.852,p
6.980,2.403,9.882,p
0.593,7.426,2.117,n
5.414,3.239,4.097,p
6.959,7.571,5.868,n
0.641,3.538,5.233,p
1.834,9.320,0.939,n
8.381,2.854,4.596,n
7.016,1.271,6.543,p
9.854,8.223,0.074,p
4.033,3.290,4.847,p
5.264,1.907,4.651,p
9.828,5.781,5.633,n
4.828,4.393,7.026,p
9.102,2.866,6.194,n
5.334,7.533,3.690,n
3.750,5.438,1.295,n
4.188,1.360,7.793,p
